X,Y,Z
-25.124138,-14.505428,91.584097
-24.620916,-14.214892,91.103159
-25.122515,-14.504491,91.005358
-24.619470,-14.214058,90.526043
-24.618747,-14.213640,90.237606
-24.618022,-14.213222,89.949257
-24.617297,-14.212803,89.660987
-24.117094,-13.924010,89.186508
-24.116455,-13.923642,88.899126
-24.615117,-14.211544,88.796676
-24.614388,-14.211124,88.508739
-24.613660,-14.210703,88.220884
-24.612930,-14.210282,87.933110
-24.612200,-14.209860,87.645422
-24.112608,-13.921421,87.176554
-24.111964,-13.921049,86.889747
-24.610006,-14.208593,86.782845
-24.110674,-13.920304,86.316376
-24.110029,-13.919932,86.029815
-24.109382,-13.919558,85.743332
-22.627883,-13.064214,84.930981
-23.612208,-13.632515,84.995191
-21.167630,-12.221137,83.848167
-23.611083,-13.631865,84.424221
-19.253724,-11.116143,82.614753
-23.116770,-13.346473,83.681790
-17.842531,-10.301390,81.566494
-18.311197,-10.571974,81.451609
-17.843341,-10.301858,81.012794
-18.311850,-10.572352,80.896726
-16.914534,-9.765611,80.141550
-17.844544,-10.302552,80.182811
-16.454171,-9.499820,79.434550
-17.379691,-10.034169,79.472567
-16.455413,-9.500537,78.885706
-16.917270,-9.767190,78.765970
-15.085728,-8.709749,77.879478
-15.998275,-9.236609,77.910400
-15.542139,-8.973258,77.485698
-15.999646,-9.237400,77.363587
-15.089048,-8.711666,76.791022
-15.089873,-8.712142,76.519085
-14.187939,-8.191410,75.953144
-14.188901,-8.191966,75.682628
-13.741675,-7.933760,75.267380
-14.640965,-8.452965,75.286611
-13.297696,-7.677428,74.585055
-14.192730,-8.194177,74.601263
-13.299878,-7.678688,74.047173
-13.300967,-7.679317,73.778339
-12.858293,-7.423739,73.369788
-13.748825,-7.937888,73.380639
-12.860594,-7.425067,72.833708
-13.305297,-7.681817,72.703681
-12.421379,-7.171487,72.161214
-12.864028,-7.427050,72.030101
-12.423797,-7.172882,71.626920
-12.425002,-7.173578,71.359873
-12.426204,-7.174272,71.092894
-12.868575,-7.429675,70.959574
-11.989463,-6.922120,70.426741
-12.429798,-7.176347,70.292360
-11.991984,-6.923575,69.894482
-12.432182,-7.177724,69.759005
-11.994495,-6.925025,69.362489
-11.995747,-6.925748,69.096592
-11.560202,-6.674286,68.702604
-11.998244,-6.927190,68.564995
-11.999489,-6.927908,68.299294
-12.000731,-6.928626,68.033660
-12.440451,-7.182498,67.894350
-11.566739,-6.678060,67.377479
-11.568039,-6.678811,67.112649
-11.569337,-6.679560,66.847884
-11.570632,-6.680307,66.583184
-11.571924,-6.681054,66.318548
-12.009360,-6.933607,66.176045
-12.010583,-6.934314,65.910930
-12.011804,-6.935018,65.645880
-12.013022,-6.935722,65.380894
-12.014238,-6.936424,65.115973
-12.453214,-7.189866,64.970664
-12.454360,-7.190528,64.705263
-12.455503,-7.191188,64.439925
-13.337645,-7.700493,64.411624
-12.897237,-7.446223,64.027065
-13.339658,-7.701655,63.878825
-12.899377,-7.447459,63.495619
-13.341663,-7.702813,63.346285
-13.342662,-7.703389,63.080110
-14.231766,-8.216714,63.045633
-14.232628,-8.217211,62.778355
-15.129326,-8.734921,62.742306
-13.789497,-7.961370,62.129778
-15.130769,-8.735754,62.205596
-14.682765,-8.477098,61.823370
-15.132204,-8.736582,61.669146
-14.684331,-8.478002,61.288289
-16.036753,-9.258823,61.358633
-15.584816,-8.997897,60.976925
-16.948945,-9.785478,61.045338
-16.038468,-9.259814,60.551087
-16.949805,-9.785974,60.504653
-16.493886,-9.522750,60.123485
-17.869450,-10.316932,60.186267
-16.951082,-9.786712,59.694114
-18.332416,-10.584225,59.754044
-17.870294,-10.317419,59.372319
-17.870572,-10.317580,59.101133
-17.870849,-10.317739,58.830013
-18.797472,-10.852725,58.775290
-18.797602,-10.852801,58.503024
-19.263947,-11.122045,58.338422
-18.333843,-10.585049,57.852203
-19.732269,-11.392431,57.899721
-19.732249,-11.392419,57.626434
-20.202449,-11.663890,57.459176
-19.732204,-11.392394,57.080056
-20.674500,-11.936428,57.016772
-20.202157,-11.663721,56.637967
-21.148433,-12.210053,56.572500
-20.673979,-11.936127,56.194014
-21.624260,-12.484772,56.126347
-21.147681,-12.209619,55.748186
-21.623605,-12.484394,55.575696
-21.623277,-12.484205,55.300469
-22.101183,-12.760124,55.126602
-22.100777,-12.759890,54.850853
-22.580679,-13.036961,54.675599
-22.099962,-12.759419,54.299551
-23.062105,-13.314912,54.222674
-22.579224,-13.036121,53.846973
-23.060979,-13.314263,53.669136
-23.544832,-13.593615,53.490482
-23.059850,-13.313611,53.115861
-23.059284,-13.313284,52.839323
-24.029355,-13.873355,52.755345
-24.028633,-13.872938,52.477613
-24.027911,-13.872521,52.199948
-24.515685,-14.154138,52.017243
-25.005598,-14.436989,51.833694
-24.514081,-14.153212,51.460912
-24.513278,-14.152748,51.182845
-24.512475,-14.152284,50.904844
-25.494779,-14.719418,50.811277
-25.001188,-14.434442,50.440350
-25.987727,-15.004021,50.344387
-25.491891,-14.717750,49.973855
-25.490927,-14.717194,49.694846
-25.984597,-15.002214,49.505344
-25.983553,-15.001611,49.225795
-25.982509,-15.001009,48.946312
-26.977278,-15.575339,48.842927
-26.477070,-15.286544,48.474688
-26.475944,-15.285894,48.194728
-26.474819,-15.285244,47.914834
-26.972454,-15.572553,47.720513
-26.971247,-15.571857,47.440074
-26.970040,-15.571160,47.159701
-27.469716,-15.859648,46.963250
-27.468427,-15.858904,46.682330
-27.467139,-15.858160,46.401476
-27.968869,-16.147834,46.202879
-27.967499,-16.147043,45.921476
-27.966129,-16.146252,45.640138
-27.964758,-16.145461,45.358866
-28.975970,-16.729284,45.237678
-28.467021,-16.435442,44.875666
-28.972899,-16.727511,44.672727
-28.464117,-16.433766,44.312215
-29.479419,-17.019951,44.185838
-28.461212,-16.432088,43.749025
-28.966761,-16.723967,43.543612
-28.965226,-16.723081,43.261496
-29.472950,-17.016216,43.054499
-29.471333,-17.015282,42.771827
-28.960624,-16.720424,42.415537
-28.959090,-16.719538,42.133680
-29.977846,-17.307717,41.996840
-29.976146,-17.306736,41.713741
-29.974447,-17.305755,41.430706
-29.461635,-17.009683,41.077158
-29.971049,-17.303793,40.864830
-29.969352,-17.302813,40.581989
-30.996746,-17.895979,40.437172
-30.479185,-17.597166,40.084637
-30.993015,-17.893826,39.869052
-30.475624,-17.595110,39.518027
-30.989287,-17.891673,39.301188
-30.472064,-17.593054,38.951674
-31.503314,-18.188447,38.798861
-31.501368,-18.187323,38.514462
-30.981835,-17.887371,38.166232
-30.979974,-17.886296,37.882652
-32.015441,-18.484123,37.724434
-30.976251,-17.884147,37.315683
-32.011382,-18.481780,37.154820
-31.489696,-18.180585,36.809405
-32.007325,-18.479438,36.585462
-31.485809,-18.178340,36.241559
-32.003271,-18.477097,36.016356
-32.001244,-18.475927,35.731899
-31.999218,-18.474757,35.447505
-31.997194,-18.473589,35.163173
-32.516741,-18.773549,34.935007
-31.993147,-18.471252,34.594698
-32.512526,-18.771116,34.365268
-33.034257,-19.072337,34.134749
-33.032065,-19.071072,33.849339
-32.506207,-18.767467,33.511128
-33.027685,-19.068543,33.278707
-33.025497,-19.067280,32.993486
-33.023309,-19.066016,32.708326
-33.021121,-19.064753,32.423227
-33.544712,-19.367048,32.187794
-33.542440,-19.365737,31.902121
-34.068327,-19.669358,31.664928
-33.012381,-19.059707,31.283453
-34.063617,-19.666639,31.092493
-33.008016,-19.057187,30.713933
-33.531100,-19.359189,30.474688
-33.003655,-19.054669,30.144658
-34.054212,-19.661209,29.948363
-33.524307,-19.355268,29.618963
-34.049516,-19.658497,29.376666
-34.577116,-19.963107,29.133216
-34.044822,-19.655787,28.805212
-34.042479,-19.654434,28.519577
-34.040134,-19.653081,28.234001
-34.037793,-19.651729,27.948486
-34.035452,-19.650377,27.663030
-34.033110,-19.649026,27.377634
-34.030772,-19.647676,27.092299
-34.028433,-19.646325,26.807023
-34.555273,-19.950496,26.557822
-34.023761,-19.643627,26.236648
-34.550432,-19.947701,25.986170
-34.019092,-19.640932,25.666512
-34.545594,-19.944908,25.414759
-34.543178,-19.943513,25.129140
-34.540762,-19.942118,24.843581
-34.009765,-19.635547,24.526940
-35.067000,-20.245942,24.303208
-34.005110,-19.632860,23.957503
-34.531112,-19.936547,23.701931
-35.059513,-20.241619,23.445140
-34.526293,-19.933765,23.131455
-35.054526,-20.238740,22.873386
-35.052035,-20.237302,22.587596
-34.519074,-19.929597,22.276171
-34.516670,-19.928209,21.991192
-35.044568,-20.232991,21.730570
-35.042083,-20.231556,21.445011
-34.509464,-19.924048,21.136596
-35.037114,-20.228687,20.874060
-34.504665,-19.921278,20.567148
-35.032149,-20.225821,20.303341
-35.562042,-20.531754,20.038274
-35.027190,-20.222958,19.732846
-35.556914,-20.528794,19.466497
-35.022235,-20.220097,19.162575
-35.551794,-20.525838,18.894950
-35.017284,-20.217239,18.592526
-35.014811,-20.215810,18.307588
-35.012339,-20.214383,18.022702
-35.541565,-20.519932,17.752524
-35.007397,-20.211530,17.453100
-35.004928,-20.210105,17.168383
-35.002459,-20.208679,16.883719
-34.999992,-20.207255,16.599112
-34.997525,-20.205831,16.314558
-35.526257,-20.511094,16.040554
-34.992597,-20.202986,15.745612
-35.521164,-20.508154,15.470336
-34.987671,-20.200141,15.176886
-34.985211,-20.198721,14.892604
-34.982750,-20.197300,14.608375
-34.980291,-20.195881,14.324203
-34.977832,-20.194461,14.040081
-34.975375,-20.193042,13.756015
-34.972919,-20.191624,13.472003
-34.970463,-20.190206,13.188040
-34.968007,-20.188789,12.904135
-34.965553,-20.187372,12.620282
-34.963101,-20.185956,12.336484
-35.490686,-20.490557,12.053586
-34.958196,-20.183124,11.769043
-35.485618,-20.487631,11.484877
-34.953294,-20.180293,11.201813
-35.480554,-20.484708,10.916383
-34.948395,-20.177465,10.634793
-34.945947,-20.176052,10.351363
-34.943499,-20.174639,10.067985
-34.941052,-20.173226,9.784658
-34.938604,-20.171812,9.501388
-34.936158,-20.170400,9.218165
-34.933712,-20.168988,8.934999
-35.460325,-20.473028,8.644516
-34.402387,-19.862228,8.376801
